Date,Open,High,Low,Close,Adj Close,Volume
2018-09-12,234.000000,240.000000,234.000000,240.000000,240.000000,13800
2018-09-13,242.000000,242.000000,236.000000,236.000000,236.000000,16200
2018-09-14,238.000000,240.000000,238.000000,240.000000,240.000000,19100
2018-09-17,240.000000,240.000000,240.000000,240.000000,240.000000,0
2018-09-18,246.000000,246.000000,244.000000,244.000000,244.000000,300
2018-09-19,246.000000,246.000000,234.000000,240.000000,240.000000,3600
2018-09-20,242.000000,246.000000,242.000000,246.000000,246.000000,50100
2018-09-21,246.000000,246.000000,246.000000,246.000000,246.000000,0
2018-09-24,240.000000,242.000000,240.000000,242.000000,242.000000,10500
2018-09-25,246.000000,246.000000,240.000000,242.000000,242.000000,95200
2018-09-26,242.000000,246.000000,242.000000,242.000000,242.000000,52000
2018-09-27,242.000000,242.000000,242.000000,242.000000,242.000000,0
2018-09-28,242.000000,244.000000,240.000000,240.000000,240.000000,100200
2018-10-01,244.000000,250.000000,240.000000,246.000000,246.000000,80600
2018-10-02,246.000000,248.000000,244.000000,246.000000,246.000000,38200
2018-10-03,250.000000,250.000000,248.000000,248.000000,248.000000,6300
2018-10-04,248.000000,248.000000,234.000000,234.000000,234.000000,175400
2018-10-05,238.000000,240.000000,238.000000,238.000000,238.000000,50900
2018-10-08,238.000000,238.000000,230.000000,230.000000,230.000000,17100
2018-10-09,234.000000,236.000000,230.000000,236.000000,236.000000,15300
2018-10-10,236.000000,238.000000,232.000000,238.000000,238.000000,7000
2018-10-11,238.000000,238.000000,238.000000,238.000000,238.000000,200
2018-10-12,230.000000,234.000000,230.000000,234.000000,234.000000,100100
2018-10-15,232.000000,236.000000,230.000000,236.000000,236.000000,66800
2018-10-16,230.000000,232.000000,218.000000,232.000000,232.000000,67800
2018-10-17,230.000000,230.000000,230.000000,230.000000,230.000000,117700
2018-10-18,230.000000,234.000000,230.000000,234.000000,234.000000,1000
2018-10-19,220.000000,230.000000,218.000000,224.000000,224.000000,99600
2018-10-22,232.000000,232.000000,224.000000,232.000000,232.000000,20400
2018-10-23,226.000000,232.000000,226.000000,226.000000,226.000000,900
2018-10-24,230.000000,230.000000,226.000000,230.000000,230.000000,4900
2018-10-25,220.000000,230.000000,220.000000,222.000000,222.000000,294300
2018-10-26,228.000000,228.000000,224.000000,224.000000,224.000000,100100
2018-10-29,228.000000,228.000000,220.000000,226.000000,226.000000,182900
2018-10-30,228.000000,230.000000,228.000000,230.000000,230.000000,43100
2018-10-31,222.000000,228.000000,220.000000,228.000000,228.000000,89900
2018-11-01,228.000000,238.000000,226.000000,238.000000,238.000000,181700
2018-11-02,238.000000,250.000000,238.000000,248.000000,248.000000,134200
